hh_type,hh_id
Lone parent with dependent children aged 0-17,HHD4_40349
Couple with dependent children aged 0-17,HHD4_40350
Couple with dependent children aged 0-17,HHD4_40355
Lone parent with dependent children aged 0-17,HHD4_40367
Couple with dependent children aged 0-17,HHD4_40370
Lone parent with dependent children aged 0-17,HHD4_40371
Couple with dependent children aged 0-17,HHD4_40379
Couple with dependent children aged 0-17,HHD4_40381
Couple with dependent children aged 0-17,HHD4_40382
Couple with dependent children aged 0-17,HHD4_40386
Couple with dependent children aged 0-17,HHD4_40393
Couple with dependent children aged 0-17,HHD4_40394
Couple with dependent children aged 0-17,HHD4_40399
Couple with dependent children aged 0-17,HHD4_40402
Couple with dependent children aged 0-17,HHD4_40405
Couple with dependent children aged 0-17,HHD4_40409
Couple with dependent children aged 0-17,HHD4_40418
Couple with dependent children aged 0-17,HHD4_40423
Lone parent with dependent children aged 0-17,HHD4_40431
Couple with dependent children aged 0-17,HHD4_40434
Couple with dependent children aged 0-17,HHD4_40436
Couple with dependent children aged 0-17,HHD4_40448
Couple with dependent children aged 0-17,HHD4_40455
Couple with dependent children aged 0-17,HHD4_40462
Households containing two or more families with children aged 0-17,HHD4_40467
Couple with dependent children aged 0-17,HHD4_40470
Couple with dependent children aged 0-17,HHD4_40473
Couple with dependent children aged 0-17,HHD4_40478
Couple with dependent children aged 0-17,HHD4_40480
Couple with dependent children aged 0-17,HHD4_40485
Couple with dependent children aged 0-17,HHD4_40492
Couple with dependent children aged 0-17,HHD4_40497
Couple with dependent children aged 0-17,HHD4_40501
Couple with dependent children aged 0-17,HHD4_40502
Couple with dependent children aged 0-17,HHD4_40505
Lone parent with dependent children aged 0-17,HHD4_40506
Couple with dependent children aged 0-17,HHD4_40614
Couple with dependent children aged 0-17,HHD4_40633
Couple with dependent children aged 0-17,HHD4_40689
Couple with dependent children aged 0-17,HHD4_40690
Couple with dependent children aged 0-17,HHD4_40691
Couple with dependent children aged 0-17,HHD4_40692
Couple with dependent children aged 0-17,HHD4_40693
Couple with dependent children aged 0-17,HHD4_40694
Couple with dependent children aged 0-17,HHD4_40695
Couple with dependent children aged 0-17,HHD4_40696
Couple with dependent children aged 0-17,HHD4_40697
Couple with dependent children aged 0-17,HHD4_40698
Couple with dependent children aged 0-17,HHD4_40699
Couple with dependent children aged 0-17,HHD4_40700
Couple with dependent children aged 0-17,HHD4_40701
Couple with dependent children aged 0-17,HHD4_40702
Lone parent with dependent children aged 0-17,HHD4_40703
Couple with dependent children aged 0-17,HHD4_40704
Couple with dependent children aged 0-17,HHD4_40705
Couple with dependent children aged 0-17,HHD4_40706
Couple with dependent children aged 0-17,HHD4_40707
Households containing two or more families with children aged 0-17,HHD4_40708
Couple with dependent children aged 0-17,HHD4_40709
Couple with dependent children aged 0-17,HHD4_40710
Couple with dependent children aged 0-17,HHD4_40711
Lone parent with dependent children aged 0-17,HHD4_40712
Couple with dependent children aged 0-17,HHD4_40713
Couple with dependent children aged 0-17,HHD4_40714
Couple with dependent children aged 0-17,HHD4_40715
Couple with dependent children aged 0-17,HHD4_40716
Couple with dependent children aged 0-17,HHD4_40717
Couple with dependent children aged 0-17,HHD4_40718
Couple with dependent children aged 0-17,HHD4_40719
Couple with dependent children aged 0-17,HHD4_40720
Couple with dependent children aged 0-17,HHD4_40721
Couple with dependent children aged 0-17,HHD4_40722
Couple with dependent children aged 0-17,HHD4_40723
Couple with dependent children aged 0-17,HHD4_40724
Couple with dependent children aged 0-17,HHD4_40725
Lone parent with dependent children aged 0-17,HHD4_40726
Couple with dependent children aged 0-17,HHD4_40727
Couple with dependent children aged 0-17,HHD4_40728
Couple with dependent children aged 0-17,HHD4_40729
Couple with dependent children aged 0-17,HHD4_40730
Couple with dependent children aged 0-17,HHD4_40731
Couple with dependent children aged 0-17,HHD5_40002
Couple with dependent children aged 0-17,HHD5_40003
Couple with dependent children aged 0-17,HHD5_40005
Couple with dependent children aged 0-17,HHD5_40006
Couple with dependent children aged 0-17,HHD5_40010
Couple with dependent children aged 0-17,HHD5_40011
Couple with dependent children aged 0-17,HHD5_40012
Lone parent with dependent children aged 0-17,HHD5_40014
Couple with dependent children aged 0-17,HHD5_40016
Couple with dependent children aged 0-17,HHD5_40017
Couple with dependent children aged 0-17,HHD5_40019
Couple with dependent children aged 0-17,HHD5_40020
Couple with dependent children aged 0-17,HHD5_40021
Couple with dependent children aged 0-17,HHD5_40022
Couple with dependent children aged 0-17,HHD5_40023
Couple with dependent children aged 0-17,HHD5_40024
Couple with dependent children aged 0-17,HHD5_40027
Couple with dependent children aged 0-17,HHD5_40028
Couple with dependent children aged 0-17,HHD5_40031
Couple with dependent children aged 0-17,HHD5_40032
Couple with dependent children aged 0-17,HHD5_40035
Couple with dependent children aged 0-17,HHD5_40037
Couple with dependent children aged 0-17,HHD5_40042
Couple with dependent children aged 0-17,HHD5_40044
Couple with dependent children aged 0-17,HHD5_40046
Couple with dependent children aged 0-17,HHD5_40048
Couple with dependent children aged 0-17,HHD5_40049
Couple with dependent children aged 0-17,HHD5_40050
Couple with dependent children aged 0-17,HHD5_40051
Couple with dependent children aged 0-17,HHD5_40052
Couple with dependent children aged 0-17,HHD5_40053
Couple with dependent children aged 0-17,HHD5_40055
Couple with dependent children aged 0-17,HHD5_40056
Couple with dependent children aged 0-17,HHD5_40057
Couple with dependent children aged 0-17,HHD5_40058
Couple with dependent children aged 0-17,HHD5_40060
Couple with dependent children aged 0-17,HHD5_40063
Lone parent with dependent children aged 0-17,HHD5_40065
Couple with dependent children aged 0-17,HHD5_40066
Couple with dependent children aged 0-17,HHD5_40068
Couple with dependent children aged 0-17,HHD5_40072
Couple with dependent children aged 0-17,HHD5_40073
Lone parent with dependent children aged 0-17,HHD5_40074
Couple with dependent children aged 0-17,HHD5_40075
Couple with dependent children aged 0-17,HHD5_40077
Couple with dependent children aged 0-17,HHD5_40078
Couple with dependent children aged 0-17,HHD5_40080
Couple with dependent children aged 0-17,HHD5_40083
Couple with dependent children aged 0-17,HHD5_40087
Couple with dependent children aged 0-17,HHD5_40088
Couple with dependent children aged 0-17,HHD5_40091
Couple with dependent children aged 0-17,HHD5_40095
Couple with dependent children aged 0-17,HHD5_40099
Couple with dependent children aged 0-17,HHD5_40100
Lone parent with dependent children aged 0-17,HHD5_40101
Couple with dependent children aged 0-17,HHD5_40102
Couple with dependent children aged 0-17,HHD5_40103
Couple with dependent children aged 0-17,HHD5_40104
Couple with dependent children aged 0-17,HHD5_40105
Couple with dependent children aged 0-17,HHD5_40107
Couple with dependent children aged 0-17,HHD5_40108
Lone parent with dependent children aged 0-17,HHD5_40109
Couple with dependent children aged 0-17,HHD5_40112
Couple with dependent children aged 0-17,HHD5_40114
Couple with dependent children aged 0-17,HHD5_40116
Couple with dependent children aged 0-17,HHD5_40117
Couple with dependent children aged 0-17,HHD5_40119
Couple with dependent children aged 0-17,HHD5_40120
Households containing two or more families with children aged 0-17,HHD5_40122
Couple with dependent children aged 0-17,HHD5_40127
Couple with dependent children aged 0-17,HHD5_40128
Couple with dependent children aged 0-17,HHD5_40129
Couple with dependent children aged 0-17,HHD5_40132
Couple with dependent children aged 0-17,HHD5_40139
Couple with dependent children aged 0-17,HHD5_40144
Couple with dependent children aged 0-17,HHD5_40146
Couple with dependent children aged 0-17,HHD5_40149
Couple with dependent children aged 0-17,HHD5_40151
Lone parent with dependent children aged 0-17,HHD5_40152
Households containing two or more families with children aged 0-17,HHD5_40153
Lone parent with dependent children aged 0-17,HHD5_40156
Couple with dependent children aged 0-17,HHD5_40159
Couple with dependent children aged 0-17,HHD5_40166
Couple with dependent children aged 0-17,HHD5_40168
Couple with dependent children aged 0-17,HHD5_40169
Couple with dependent children aged 0-17,HHD5_40170
Couple with dependent children aged 0-17,HHD5_40171
Couple with dependent children aged 0-17,HHD5_40172
Couple with dependent children aged 0-17,HHD5_40174
Couple with dependent children aged 0-17,HHD5_40176
Lone parent with dependent children aged 0-17,HHD5_40177
Couple with dependent children aged 0-17,HHD5_40181
Couple with dependent children aged 0-17,HHD5_40182
Couple with dependent children aged 0-17,HHD5_40185
Couple with dependent children aged 0-17,HHD5_40186
Lone parent with dependent children aged 0-17,HHD5_40191
Couple with dependent children aged 0-17,HHD5_40193
Couple with dependent children aged 0-17,HHD5_40200
Lone parent with dependent children aged 0-17,HHD5_40205
Couple with dependent children aged 0-17,HHD5_40208
Couple with dependent children aged 0-17,HHD5_40210
Couple with dependent children aged 0-17,HHD5_40213
Couple with dependent children aged 0-17,HHD5_40215
Couple with dependent children aged 0-17,HHD5_40218
Couple with dependent children aged 0-17,HHD5_40219
Couple with dependent children aged 0-17,HHD5_40220
Couple with dependent children aged 0-17,HHD5_40229
Couple with dependent children aged 0-17,HHD5_40233
Couple with dependent children aged 0-17,HHD5_40237
Couple with dependent children aged 0-17,HHD5_40242
Couple with dependent children aged 0-17,HHD5_40246
Couple with dependent children aged 0-17,HHD5_40247
Couple with dependent children aged 0-17,HHD5_40252
Couple with dependent children aged 0-17,HHD5_40255
Lone parent with dependent children aged 0-17,HHD5_40256
Couple with dependent children aged 0-17,HHD5_40260
Couple with dependent children aged 0-17,HHD5_40263
Lone parent with dependent children aged 0-17,HHD5_40264
Couple with dependent children aged 0-17,HHD5_40267
Couple with dependent children aged 0-17,HHD5_40279
Couple with dependent children aged 0-17,HHD5_40281
Couple with dependent children aged 0-17,HHD5_40283
Couple with dependent children aged 0-17,HHD5_40286
Couple with dependent children aged 0-17,HHD5_40293
Couple with dependent children aged 0-17,HHD5_40295
Couple with dependent children aged 0-17,HHD5_40298
Couple with dependent children aged 0-17,HHD5_40307
Couple with dependent children aged 0-17,HHD5_40321
Couple with dependent children aged 0-17,HHD5_40328
Lone parent with dependent children aged 0-17,HHD5_40349
Couple with dependent children aged 0-17,HHD5_40355
Lone parent with dependent children aged 0-17,HHD5_40362
Lone parent with dependent children aged 0-17,HHD5_40367
Couple with dependent children aged 0-17,HHD5_40370
Households containing two or more families with children aged 0-17,HHD5_40372
Couple with dependent children aged 0-17,HHD5_40374
Couple with dependent children aged 0-17,HHD5_40379
Lone parent with dependent children aged 0-17,HHD5_40380
Couple with dependent children aged 0-17,HHD5_40382
Couple with dependent children aged 0-17,HHD5_40383
Couple with dependent children aged 0-17,HHD5_40384
Couple with dependent children aged 0-17,HHD5_40386
Couple with dependent children aged 0-17,HHD5_40387
Couple with dependent children aged 0-17,HHD5_40389
Couple with dependent children aged 0-17,HHD5_40392
Couple with dependent children aged 0-17,HHD5_40393
Couple with dependent children aged 0-17,HHD5_40394
Lone parent with dependent children aged 0-17,HHD5_40401
Couple with dependent children aged 0-17,HHD5_40409
Couple with dependent children aged 0-17,HHD5_40412
Couple with dependent children aged 0-17,HHD5_40413
Couple with dependent children aged 0-17,HHD5_40417
Couple with dependent children aged 0-17,HHD5_40420
Couple with dependent children aged 0-17,HHD5_40422
Couple with dependent children aged 0-17,HHD5_40423
Lone parent with dependent children aged 0-17,HHD5_40424
Lone parent with dependent children aged 0-17,HHD5_40427
Lone parent with dependent children aged 0-17,HHD5_40431
Couple with dependent children aged 0-17,HHD5_40434
Couple with dependent children aged 0-17,HHD5_40436
Couple with dependent children aged 0-17,HHD5_40439
Couple with dependent children aged 0-17,HHD5_40441
Couple with dependent children aged 0-17,HHD5_40448
Couple with dependent children aged 0-17,HHD5_40450
Couple with dependent children aged 0-17,HHD5_40454
Couple with dependent children aged 0-17,HHD5_40456
